Datum	Tid	Väg	Totalt antal påstigande	lat	lon
04/07/24	07.25	UT	34	57.659177	11.839656
04/07/24	11.50	UT	20	57.659177	11.839656
04/07/24	12.50	UT	20	57.659177	11.839656
04/07/24	15.30	UT	87	57.659177	11.839656
04/07/24	16.40	UT	17	57.659177	11.839656
04/07/24	17.37	UT	69	57.659177	11.839656
04/07/24	19.05	UT	77	57.659177	11.839656
04/07/24	05.06	IN	8	57.574184	11.7782755
04/07/24	05.58	IN	44	57.574184	11.7782755
04/07/24	06.55	IN	50	57.574184	11.7782755
04/07/24	08.25	IN	77	57.574184	11.7782755
04/07/24	12.42	IN	44	57.574184	11.7782755
04/07/24	13.47	IN	56	57.574184	11.7782755
04/07/24	16.33	IN	58	57.574184	11.7782755
04/07/24	17.24	IN	15	57.574184	11.7782755
04/07/24	18.57	IN	20	57.574184	11.7782755
04/07/24	20.12	IN	18	57.574184	11.7782755
05/07/24	05.11	UT	1	57.659177	11.839656
05/07/24	06.08	UT	30	57.659177	11.839656
05/07/24	07.54	UT	39	57.659177	11.839656
05/07/24	09.20	UT	86	57.659177	11.839656
05/07/24	11.50	UT	40	57.659177	11.839656
05/07/24	12.50	UT	33	57.659177	11.839656
05/07/24	15.30	UT	97	57.659177	11.839656
05/07/24	16.40	UT	41	57.659177	11.839656
05/07/24	17.37	UT	98	57.659177	11.839656
05/07/24	19.05	UT	47	57.659177	11.839656
05/07/24	05.11	IN	10	57.574184	11.7782755
05/07/24	05.58	IN	41	57.574184	11.7782755
05/07/24	07.21	IN	47	57.574184	11.7782755
05/07/24	09.15	IN	81	57.574184	11.7782755
05/07/24	10.12	IN	66	57.574184	11.7782755
05/07/24	12.42	IN	72	57.574184	11.7782755
05/07/24	13.47	IN	49	57.574184	11.7782755
05/07/24	16.34	IN	70	57.574184	11.7782755
05/07/24	17.24	IN	22	57.574184	11.7782755
05/07/24	18.57	IN	24	57.574184	11.7782755
05/07/24	20.12	IN	26	57.574184	11.7782755
06/07/24	09.25	UT	43	57.659177	11.839656
06/07/24	12.10	UT	38	57.659177	11.839656
06/07/24	13.10	UT	38	57.659177	11.839656
06/07/24	14.10	UT	67	57.659177	11.839656
06/07/24	15.40	UT	31	57.659177	11.839656
06/07/24	16.40	UT	16	57.659177	11.839656
06/07/24	10.29	IN	97	57.574184	11.7782755
06/07/24	13.02	IN	7	57.574184	11.7782755
06/07/24	14.02	IN	11	57.574184	11.7782755
06/07/24	15.05	IN	17	57.574184	11.7782755
06/07/24	16.32	IN	57	57.574184	11.7782755
06/07/24	17.37	IN	38	57.574184	11.7782755
07/07/24	06.15	UT	12	57.659177	11.839656
07/07/24	08.02	UT	14	57.659177	11.839656
07/07/24	09.25	UT	40	57.659177	11.839656
07/07/24	12.30	UT	71	57.659177	11.839656
07/07/24	06.02	IN	11	57.574184	11.7782755
07/07/24	07.32	IN	40	57.574184	11.7782755
07/07/24	09.12	IN	38	57.574184	11.7782755
07/07/24	10.29	IN	96	57.574184	11.7782755
07/07/24	13.42	IN	128	57.574184	11.7782755
08/07/24	05.11	UT	8	57.659177	11.839656
08/07/24	06.08	UT	29	57.659177	11.839656
08/07/24	07.54	UT	42	57.659177	11.839656
08/07/24	09.20	UT	18	57.659177	11.839656
08/07/24	11.50	UT	19	57.659177	11.839656
08/07/24	12.50	UT	15	57.659177	11.839656
08/07/24	15.30	UT	136	57.659177	11.839656
08/07/24	16.40	UT	50	57.659177	11.839656
08/07/24	17.37	UT	92	57.659177	11.839656
08/07/24	19.05	UT	54	57.659177	11.839656
08/07/24	05.06	IN	11	57.574184	11.7782755
08/07/24	05.58	IN	51	57.574184	11.7782755
08/07/24	07.21	IN	37	57.574184	11.7782755
08/07/24	09.15	IN	124	57.574184	11.7782755
08/07/24	10.12	IN	73	57.574184	11.7782755
08/07/24	12.42	IN	56	57.574184	11.7782755
08/07/24	13.47	IN	39	57.574184	11.7782755
08/07/24	16.34	IN	78	57.574184	11.7782755
08/07/24	17.24	IN	36	57.574184	11.7782755
08/07/24	18.57	IN	36	57.574184	11.7782755
08/07/24	20.12	IN	41	57.574184	11.7782755
09/07/24	05.11	UT	2	57.659177	11.839656
09/07/24	06.00	UT	0	57.659177	11.839656
09/07/24	07.25	UT	34	57.659177	11.839656
09/07/24	10.30	UT	46	57.659177	11.839656
09/07/24	11.50	UT	163	57.659177	11.839656
09/07/24	12.50	UT	128	57.659177	11.839656
09/07/24	15.30	UT	150	57.659177	11.839656
09/07/24	16.04	UT	27	57.659177	11.839656
09/07/24	17.37	UT	92	57.659177	11.839656
09/07/24	19.05	UT	35	57.659177	11.839656
09/07/24	05.06	IN	8	57.574184	11.7782755
09/07/24	05.58	IN	35	57.574184	11.7782755
09/07/24	06.55	IN	23	57.574184	11.7782755
09/07/24	08.25	IN	61	57.574184	11.7782755
09/07/24	12.42	IN	56	57.574184	11.7782755
09/07/24	13.47	IN	79	57.574184	11.7782755
09/07/24	15.27	IN	128	57.574184	11.7782755
09/07/24	16.34	IN	184	57.574184	11.7782755
10/07/24	05.11	UT	2	57.659177	11.839656
10/07/24	06.08	UT	25	57.659177	11.839656
10/07/24	07.54	UT	39	57.659177	11.839656
10/07/24	09.20	UT	23	57.659177	11.839656
10/07/24	11.50	UT	30	57.659177	11.839656
10/07/24	12.50	UT	20	57.659177	11.839656
10/07/24	15.30	UT	93	57.659177	11.839656
10/07/24	16.40	UT	41	57.659177	11.839656
10/07/24	17.37	UT	101	57.659177	11.839656
10/07/24	19.05	UT	70	57.659177	11.839656
10/07/24	05.06	IN	5	57.574184	11.7782755
10/07/24	05.58	IN	32	57.574184	11.7782755
10/07/24	07.21	IN	44	57.574184	11.7782755
10/07/24	09.05	IN	113	57.574184	11.7782755
10/07/24	10.12	IN	117	57.574184	11.7782755
10/07/24	12.42	IN	52	57.574184	11.7782755
10/07/24	13.47	IN	65	57.574184	11.7782755
10/07/24	16.34	IN	54	57.574184	11.7782755
10/07/24	17.24	IN	19	57.574184	11.7782755
10/07/24	18.57	IN	24	57.574184	11.7782755
10/07/24	20.12	IN	18	57.574184	11.7782755
11/07/24	05.11	UT	1	57.659177	11.839656
11/07/24	06.00	UT	0	57.659177	11.839656
11/07/24	07.25	UT	45	57.659177	11.839656
11/07/24	11.50	UT	98	57.659177	11.839656
11/07/24	12.50	UT	61	57.659177	11.839656
11/07/24	14.20	UT	0	57.659177	11.839656
11/07/24	15.30	UT	116	57.659177	11.839656
11/07/24	16.40	UT	18	57.659177	11.839656
11/07/24	17.37	UT	97	57.659177	11.839656
11/07/24	19.05	UT	104	57.659177	11.839656
11/07/24	05.06	IN	3	57.574184	11.7782755
11/07/24	05.58	IN	27	57.574184	11.7782755
11/07/24	06.55	IN	25	57.574184	11.7782755
11/07/24	08.25	IN	50	57.574184	11.7782755
11/07/24	12.42	IN	84	57.574184	11.7782755
11/07/24	13.47	IN	80	57.574184	11.7782755
11/07/24	15.27	IN	93	57.574184	11.7782755
11/07/24	16.34	IN	170	57.574184	11.7782755
11/07/24	17.24	IN	117	57.574184	11.7782755
11/07/24	18.57	IN	89	57.574184	11.7782755
11/07/24	20.12	IN	43	57.574184	11.7782755
12/07/24	05.11	UT	7	57.659177	11.839656
12/07/24	06.08	UT	24	57.659177	11.839656
12/07/24	07.54	UT	32	57.659177	11.839656
12/07/24	09.20	UT	72	57.659177	11.839656
12/07/24	11.50	UT	163	57.659177	11.839656
12/07/24	12.50	UT	115	57.659177	11.839656
12/07/24	14.20	UT	60	57.659177	11.839656
12/07/24	15.30	UT	178	57.659177	11.839656
12/07/24	16.40	UT	37	57.659177	11.839656
12/07/24	17.37	UT	99	57.659177	11.839656
12/07/24	19.05	UT	64	57.659177	11.839656
12/07/24	05.06	IN	5	57.574184	11.7782755
12/07/24	05.58	IN	33	57.574184	11.7782755
12/07/24	07.21	IN	28	57.574184	11.7782755
12/07/24	09.15	IN	86	57.574184	11.7782755
12/07/24	10.12	IN	50	57.574184	11.7782755
12/07/24	12.42	IN	63	57.574184	11.7782755
12/07/24	13.47	IN	82	57.574184	11.7782755
12/07/24	15.15	IN	72	57.574184	11.7782755
12/07/24	16.34	IN	166	57.574184	11.7782755
12/07/24	17.24	IN	146	57.574184	11.7782755
12/07/24	18.57	IN	132	57.574184	11.7782755
12/07/24	20.12	IN	92	57.574184	11.7782755
13/07/24	09.25	UT	83	57.659177	11.839656
13/07/24	12.10	UT	112	57.659177	11.839656
13/07/24	13.10	UT	34	57.659177	11.839656
13/07/24	14.10	UT	52	57.659177	11.839656
13/07/24	15.40	UT	30	57.659177	11.839656
13/07/24	16.40	UT	7	57.659177	11.839656
13/07/24	10.29	IN	114	57.574184	11.7782755
13/07/24	13.02	IN	13	57.574184	11.7782755
13/07/24	14.02	IN	8	57.574184	11.7782755
13/07/24	15.05	IN	33	57.574184	11.7782755
13/07/24	16.32	IN	62	57.574184	11.7782755
13/07/24	17.37	IN	49	57.574184	11.7782755
14/07/24	06.15	UT	12	57.659177	11.839656
14/07/24	08.02	UT	28	57.659177	11.839656
14/07/24	09.25	UT	87	57.659177	11.839656
14/07/24	12.30	UT	136	57.659177	11.839656
14/07/24	06.02	IN	4	57.574184	11.7782755
14/07/24	07.32	IN	34	57.574184	11.7782755
14/07/24	09.12	IN	42	57.574184	11.7782755
14/07/24	10.29	IN	87	57.574184	11.7782755
14/07/24	13.42	IN	166	57.574184	11.7782755
15/07/24	05.11	UT	3	57.659177	11.839656
15/07/24	06.08	UT	17	57.659177	11.839656
15/07/24	07.54	UT	28	57.659177	11.839656
15/07/24	09.20	UT	11	57.659177	11.839656
15/07/24	11.50	UT	42	57.659177	11.839656
15/07/24	12.50	UT	18	57.659177	11.839656
15/07/24	15.30	UT	118	57.659177	11.839656
15/07/24	16.40	UT	33	57.659177	11.839656
15/07/24	17.37	UT	98	57.659177	11.839656
15/07/24	19.05	UT	81	57.659177	11.839656
15/07/24	05.06	IN	5	57.574184	11.7782755
15/07/24	05.58	IN	25	57.574184	11.7782755
15/07/24	07.21	IN	51	57.574184	11.7782755
15/07/24	09.15	IN	110	57.574184	11.7782755
15/07/24	10.12	IN	97	57.574184	11.7782755
15/07/24	12.42	IN	54	57.574184	11.7782755
15/07/24	13.47	IN	51	57.574184	11.7782755
15/07/24	16.34	IN	69	57.574184	11.7782755
15/07/24	17.24	IN	44	57.574184	11.7782755
15/07/24	18.57	IN	29	57.574184	11.7782755
15/07/24	20.12	IN	33	57.574184	11.7782755
16/07/24	05.11	UT	2	57.659177	11.839656
16/07/24	06.00	UT	0	57.659177	11.839656
16/07/24	07.25	UT	32	57.659177	11.839656
16/07/24	11.50	UT	104	57.659177	11.839656
16/07/24	12.50	UT	67	57.659177	11.839656
16/07/24	14.20	UT	0	57.659177	11.839656
16/07/24	15.30	UT	72	57.659177	11.839656
16/07/24	16.40	UT	28	57.659177	11.839656
16/07/24	17.37	UT	68	57.659177	11.839656
16/07/24	19.05	UT	109	57.659177	11.839656
16/07/24	05.06	IN	3	57.574184	11.7782755
16/07/24	05.58	IN	21	57.574184	11.7782755
16/07/24	06.55	IN	24	57.574184	11.7782755
16/07/24	08.25	IN	52	57.574184	11.7782755
16/07/24	12.42	IN	53	57.574184	11.7782755
16/07/24	13.47	IN	44	57.574184	11.7782755
16/07/24	15.27	IN	77	57.574184	11.7782755
16/07/24	16.34	IN	169	57.574184	11.7782755
16/07/24	17.24	IN	68	57.574184	11.7782755
16/07/24	18.57	IN	38	57.574184	11.7782755
16/07/24	20.12	IN	80	57.574184	11.7782755
17/07/24	05.11	UT	3	57.659177	11.839656
17/07/24	06.08	UT	17	57.659177	11.839656
17/07/24	07.54	UT	25	57.659177	11.839656
17/07/24	09.45	UT	19	57.659177	11.839656
17/07/24	10.20	UT	34	57.659177	11.839656
17/07/24	11.50	UT	45	57.659177	11.839656
17/07/24	12.50	UT	41	57.659177	11.839656
17/07/24	15.30	UT	122	57.659177	11.839656
17/07/24	16.40	UT	40	57.659177	11.839656
17/07/24	17.37	UT	130	57.659177	11.839656
17/07/24	19.05	UT	59	57.659177	11.839656
17/07/24	05.06	IN	6	57.574184	11.7782755
17/07/24	05.58	IN	27	57.574184	11.7782755
17/07/24	07.21	IN	37	57.574184	11.7782755
17/07/24	09.15	IN	92	57.574184	11.7782755
17/07/24	10.12	IN	121	57.574184	11.7782755
17/07/24	12.42	IN	45	57.574184	11.7782755
17/07/24	13.47	IN	55	57.574184	11.7782755
17/07/24	15.22	IN	26	57.574184	11.7782755
17/07/24	16.34	IN	71	57.574184	11.7782755
17/07/24	17.24	IN	73	57.574184	11.7782755
17/07/24	18.57	IN	18	57.574184	11.7782755
17/07/24	20.12	IN	21	57.574184	11.7782755
18/07/24	05.11	UT	2	57.659177	11.839656
18/07/24	06.00	UT	0	57.659177	11.839656
18/07/24	07.25	UT	20	57.659177	11.839656
18/07/24	11.50	UT	163	57.659177	11.839656
18/07/24	12.50	UT	139	57.659177	11.839656
18/07/24	15.30	UT	155	57.659177	11.839656
18/07/24	16.40	UT	18	57.659177	11.839656
18/07/24	17.37	UT	84	57.659177	11.839656
18/07/24	19.05	UT	53	57.659177	11.839656
18/07/24	05.06	IN	13	57.574184	11.7782755
18/07/24	05.58	IN	24	57.574184	11.7782755
18/07/24	06.55	IN	22	57.574184	11.7782755
18/07/24	08.25	IN	38	57.574184	11.7782755
18/07/24	12.42	IN	58	57.574184	11.7782755
18/07/24	13.47	IN	97	57.574184	11.7782755
18/07/24	15.22	IN	140	57.574184	11.7782755
18/07/24	16.34	IN	173	57.574184	11.7782755
18/07/24	17.24	IN	151	57.574184	11.7782755
18/07/24	18.57	IN	125	57.574184	11.7782755
18/07/24	20.12	IN	70	57.574184	11.7782755
19/07/24	05.11	UT	2	57.659177	11.839656
19/07/24	06.08	UT	15	57.659177	11.839656
19/07/24	11.50	UT	163	57.659177	11.839656
19/07/24	12.50	UT	163	57.659177	11.839656
19/07/24	14.20	UT	65	57.659177	11.839656
19/07/24	15.30	UT	162	57.659177	11.839656
19/07/24	16.40	UT	29	57.659177	11.839656
19/07/24	17.37	UT	109	57.659177	11.839656
19/07/24	19.05	UT	67	57.659177	11.839656
19/07/24	05.06	IN	2	57.574184	11.7782755
19/07/24	05.58	IN	19	57.574184	11.7782755
19/07/24	07.21	IN	28	57.574184	11.7782755
19/07/24	12.42	IN	50	57.574184	11.7782755
19/07/24	13.47	IN	77	57.574184	11.7782755
19/07/24	15.27	IN	151	57.574184	11.7782755
19/07/24	16.34	IN	136	57.574184	11.7782755
19/07/24	17.24	IN	162	57.574184	11.7782755
19/07/24	18.57	IN	166	57.574184	11.7782755
19/07/24	20.12	IN	81	57.574184	11.7782755
20/07/24	09.25	UT	169	57.659177	11.839656
20/07/24	10.50	UT	51	57.659177	11.839656
20/07/24	12.10	UT	175	57.659177	11.839656
20/07/24	13.10	UT	163	57.659177	11.839656
20/07/24	14.10	UT	155	57.659177	11.839656
20/07/24	15.40	UT	92	57.659177	11.839656
20/07/24	16.40	UT	29	57.659177	11.839656
20/07/24	10.29	IN	91	57.574184	11.7782755
20/07/24	13.02	IN	12	57.574184	11.7782755
20/07/24	14.02	IN	34	57.574184	11.7782755
20/07/24	15.05	IN	81	57.574184	11.7782755
20/07/24	16.32	IN	92	57.574184	11.7782755
20/07/24	17.37	IN	172	57.574184	11.7782755
20/07/24	18.22	IN	55	57.574184	11.7782755
20/07/24	19.13	IN	163	57.574184	11.7782755
21/07/24	06.15	UT	15	57.659177	11.839656
21/07/24	08.02	UT	99	57.659177	11.839656
21/07/24	09.25	UT	176	57.659177	11.839656
21/07/24	11.30	UT	163	57.659177	11.839656
21/07/24	12.30	UT	165	57.659177	11.839656
21/07/24	06.02	IN	7	57.574184	11.7782755
21/07/24	07.32	IN	37	57.574184	11.7782755
21/07/24	09.12	IN	49	57.574184	11.7782755
21/07/24	10.29	IN	72	57.574184	11.7782755
21/07/24	13.42	IN	85	57.574184	11.7782755
22/07/24	05.11	UT	3	57.659177	11.839656
22/07/24	06.08	UT	15	57.659177	11.839656
22/07/24	07.54	UT	24	57.659177	11.839656
22/07/24	09.20	UT	21	57.659177	11.839656
22/07/24	11.50	UT	20	57.659177	11.839656
22/07/24	12.50	UT	15	57.659177	11.839656
22/07/24	15.30	UT	112	57.659177	11.839656
22/07/24	16.40	UT	30	57.659177	11.839656
22/07/24	17.37	UT	84	57.659177	11.839656
22/07/24	19.05	UT	74	57.659177	11.839656
22/07/24	05.06	IN	9	57.574184	11.7782755
22/07/24	05.58	IN	32	57.574184	11.7782755
22/07/24	07.21	IN	33	57.574184	11.7782755
22/07/24	09.15	IN	116	57.574184	11.7782755
22/07/24	10.12	IN	159	57.574184	11.7782755
22/07/24	12.42	IN	26	57.574184	11.7782755
22/07/24	13.47	IN	40	57.574184	11.7782755
22/07/24	16.34	IN	38	57.574184	11.7782755
22/07/24	18.57	IN	10	57.574184	11.7782755
22/07/24	20.12	IN	22	57.574184	11.7782755
23/07/24	05.11	UT	2	57.659177	11.839656
23/07/24	06.00	UT	0	57.659177	11.839656
23/07/24	07.25	UT	13	57.659177	11.839656
23/07/24	11.50	UT	163	57.659177	11.839656
23/07/24	12.50	UT	116	57.659177	11.839656
23/07/24	14.20	UT	164	57.659177	11.839656
23/07/24	15.30	UT	155	57.659177	11.839656
23/07/24	16.40	UT	11	57.659177	11.839656
23/07/24	17.37	UT	78	57.659177	11.839656
23/07/24	19.05	UT	50	57.659177	11.839656
23/07/24	05.06	IN	10	57.574184	11.7782755
23/07/24	05.58	IN	18	57.574184	11.7782755
23/07/24	06.55	IN	18	57.574184	11.7782755
23/07/24	08.25	IN	32	57.574184	11.7782755
23/07/24	12.42	IN	78	57.574184	11.7782755
23/07/24	13.47	IN	90	57.574184	11.7782755
23/07/24	15.27	IN	174	57.574184	11.7782755
23/07/24	16.34	IN	182	57.574184	11.7782755
23/07/24	17.24	IN	152	57.574184	11.7782755
23/07/24	18.57	IN	66	57.574184	11.7782755
23/07/24	20.12	IN	47	57.574184	11.7782755
24/07/24	05.11	UT	2	57.659177	11.839656
24/07/24	06.08	UT	17	57.659177	11.839656
24/07/24	07.54	UT	32	57.659177	11.839656
24/07/24	09.20	UT	50	57.659177	11.839656
24/07/24	11.50	UT	125	57.659177	11.839656
24/07/24	12.50	UT	81	57.659177	11.839656
24/07/24	14.20	UT	71	57.659177	11.839656
24/07/24	15.30	UT	114	57.659177	11.839656
24/07/24	16.40	UT	23	57.659177	11.839656
24/07/24	17.37	UT	83	57.659177	11.839656
24/07/24	19.05	UT	64	57.659177	11.839656
24/07/24	05.06	IN	7	57.574184	11.7782755
24/07/24	05.58	IN	21	57.574184	11.7782755
24/07/24	07.21	IN	21	57.574184	11.7782755
24/07/24	09.15	IN	88	57.574184	11.7782755
24/07/24	10.12	IN	115	57.574184	11.7782755
24/07/24	12.42	IN	57	57.574184	11.7782755
24/07/24	13.47	IN	59	57.574184	11.7782755
24/07/24	15.15	IN	82	57.574184	11.7782755
24/07/24	16.34	IN	71	57.574184	11.7782755
24/07/24	17.24	IN	74	57.574184	11.7782755
24/07/24	18.57	IN	58	57.574184	11.7782755
24/07/24	20.12	IN	74	57.574184	11.7782755
25/07/24	05.11	UT	3	57.659177	11.839656
25/07/24	06.00	UT	0	57.659177	11.839656
25/07/24	07.25	UT	20	57.659177	11.839656
25/07/24	11.50	UT	163	57.659177	11.839656
25/07/24	12.50	UT	119	57.659177	11.839656
25/07/24	14.20	UT	76	57.659177	11.839656
25/07/24	15.30	UT	128	57.659177	11.839656
25/07/24	16.40	UT	32	57.659177	11.839656
25/07/24	17.37	UT	84	57.659177	11.839656
25/07/24	19.05	UT	43	57.659177	11.839656
25/07/24	05.06	IN	5	57.574184	11.7782755
25/07/24	05.58	IN	16	57.574184	11.7782755
25/07/24	06.55	IN	22	57.574184	11.7782755
25/07/24	08.25	IN	47	57.574184	11.7782755
25/07/24	12.42	IN	55	57.574184	11.7782755
25/07/24	13.47	IN	93	57.574184	11.7782755
25/07/24	15.24	IN	136	57.574184	11.7782755
25/07/24	16.34	IN	142	57.574184	11.7782755
25/07/24	17.24	IN	163	57.574184	11.7782755
25/07/24	18.57	IN	130	57.574184	11.7782755
25/07/24	20.12	IN	112	57.574184	11.7782755
26/07/24	05.11	UT	1	57.659177	11.839656
26/07/24	06.08	UT	11	57.659177	11.839656
26/07/24	07.54	UT	23	57.659177	11.839656
26/07/24	09.20	UT	14	57.659177	11.839656
26/07/24	11.50	UT	45	57.659177	11.839656
26/07/24	12.50	UT	22	57.659177	11.839656
26/07/24	15.30	UT	129	57.659177	11.839656
26/07/24	16.40	UT	20	57.659177	11.839656
26/07/24	17.37	UT	76	57.659177	11.839656
26/07/24	19.05	UT	69	57.659177	11.839656
26/07/24	05.06	IN	7	57.574184	11.7782755
26/07/24	05.58	IN	13	57.574184	11.7782755
26/07/24	07.21	IN	22	57.574184	11.7782755
26/07/24	09.15	IN	144	57.574184	11.7782755
26/07/24	10.12	IN	160	57.574184	11.7782755
26/07/24	12.42	IN	95	57.574184	11.7782755
26/07/24	13.47	IN	49	57.574184	11.7782755
26/07/24	16.34	IN	73	57.574184	11.7782755
26/07/24	17.24	IN	17	57.574184	11.7782755
26/07/24	18.57	IN	23	57.574184	11.7782755
26/07/24	20.12	IN	25	57.574184	11.7782755
27/07/24	09.25	UT	90	57.659177	11.839656
27/07/24	12.10	UT	163	57.659177	11.839656
27/07/24	13.10	UT	82	57.659177	11.839656
27/07/24	14.10	UT	116	57.659177	11.839656
27/07/24	15.40	UT	46	57.659177	11.839656
27/07/24	16.40	UT	56	57.659177	11.839656
27/07/24	10.29	IN	121	57.574184	11.7782755
27/07/24	13.02	IN	6	57.574184	11.7782755
27/07/24	14.02	IN	17	57.574184	11.7782755
27/07/24	15.05	IN	17	57.574184	11.7782755
27/07/24	16.32	IN	85	57.574184	11.7782755
27/07/24	17.37	IN	80	57.574184	11.7782755
28/07/24	06.15	UT	15	57.659177	11.839656
28/07/24	08.02	UT	23	57.659177	11.839656
28/07/24	09.25	UT	78	57.659177	11.839656
28/07/24	12.30	UT	172	57.659177	11.839656
28/07/24	06.02	IN	11	57.574184	11.7782755
28/07/24	07.32	IN	37	57.574184	11.7782755
28/07/24	09.12	IN	51	57.574184	11.7782755
28/07/24	10.29	IN	122	57.574184	11.7782755
28/07/24	13.42	IN	91	57.574184	11.7782755
29/07/24	05.11	UT	1	57.659177	11.839656
29/07/24	06.08	UT	26	57.659177	11.839656
29/07/24	07.54	UT	22	57.659177	11.839656
29/07/24	09.20	UT	110	57.659177	11.839656
29/07/24	10.20	UT	45	57.659177	11.839656
29/07/24	11.50	UT	163	57.659177	11.839656
29/07/24	12.50	UT	87	57.659177	11.839656
29/07/24	14.20	UT	76	57.659177	11.839656
29/07/24	15.30	UT	85	57.659177	11.839656
29/07/24	16.40	UT	36	57.659177	11.839656
29/07/24	17.37	UT	62	57.659177	11.839656
29/07/24	19.05	UT	80	57.659177	11.839656
29/07/24	05.06	IN	10	57.574184	11.7782755
29/07/24	05.58	IN	26	57.574184	11.7782755
29/07/24	07.21	IN	23	57.574184	11.7782755
29/07/24	09.15	IN	95	57.574184	11.7782755
29/07/24	10.12	IN	81	57.574184	11.7782755
29/07/24	11.02	IN	23	57.574184	11.7782755
29/07/24	12.42	IN	56	57.574184	11.7782755
29/07/24	13.47	IN	76	57.574184	11.7782755
29/07/24	15.27	IN	137	57.574184	11.7782755
29/07/24	16.34	IN	171	57.574184	11.7782755
29/07/24	17.24	IN	167	57.574184	11.7782755
29/07/24	18.57	IN	85	57.574184	11.7782755
29/07/24	20.12	IN	64	57.574184	11.7782755
30/07/24	05.11	UT	2	57.659177	11.839656
30/07/24	06.00	UT	0	57.659177	11.839656
30/07/24	07.25	UT	25	57.659177	11.839656
30/07/24	11.50	UT	163	57.659177	11.839656
30/07/24	12.50	UT	115	57.659177	11.839656
30/07/24	14.20	UT	115	57.659177	11.839656
30/07/24	15.30	UT	132	57.659177	11.839656
30/07/24	16.40	UT	16	57.659177	11.839656
30/07/24	17.37	UT	104	57.659177	11.839656
30/07/24	19.05	UT	68	57.659177	11.839656
30/07/24	05.06	IN	4	57.574184	11.7782755
30/07/24	05.58	IN	21	57.574184	11.7782755
30/07/24	06.55	IN	33	57.574184	11.7782755
30/07/24	08.25	IN	37	57.574184	11.7782755
30/07/24	12.42	IN	51	57.574184	11.7782755
30/07/24	13.47	IN	54	57.574184	11.7782755
30/07/24	15.27	IN	160	57.574184	11.7782755
30/07/24	16.34	IN	206	57.574184	11.7782755
30/07/24	17.24	IN	163	57.574184	11.7782755
30/07/24	18.57	IN	141	57.574184	11.7782755
30/07/24	20.12	IN	104	57.574184	11.7782755
31/07/24	05.11	UT	2	57.659177	11.839656
31/07/24	06.08	UT	18	57.659177	11.839656
31/07/24	07.54	UT	38	57.659177	11.839656
31/07/24	09.20	UT	90	57.659177	11.839656
31/07/24	11.50	UT	163	57.659177	11.839656
31/07/24	12.50	UT	107	57.659177	11.839656
31/07/24	14.20	UT	156	57.659177	11.839656
31/07/24	15.30	UT	120	57.659177	11.839656
31/07/24	16.40	UT	15	57.659177	11.839656
31/07/24	17.37	UT	80	57.659177	11.839656
31/07/24	19.05	UT	61	57.659177	11.839656
31/07/24	05.06	IN	8	57.574184	11.7782755
31/07/24	05.58	IN	20	57.574184	11.7782755
31/07/24	06.55	IN	30	57.574184	11.7782755
31/07/24	07.21	IN	115	57.574184	11.7782755
31/07/24	10.12	IN	63	57.574184	11.7782755
31/07/24	12.42	IN	104	57.574184	11.7782755
31/07/24	13.47	IN	78	57.574184	11.7782755
31/07/24	15.27	IN	180	57.574184	11.7782755
31/07/24	16.34	IN	178	57.574184	11.7782755
31/07/24	17.24	IN	163	57.574184	11.7782755
31/07/24	18.57	IN	131	57.574184	11.7782755
31/07/24	20.12	IN	80	57.574184	11.7782755
